E_nu[GeV] muCC mu_barCC eCC e_barCC tauCC tau_barCC nuNC nu_barNC
18.97 0.456348 0.262494 0.133292 0.0405167 0.06863 0.0291579 0.233042 0.0789652
18.99 0.41299 0.169393 0.139258 0.0506187 0.070226 0.0266224 0.341724 0.122641
19.01 0.457441 0.156083 0.152585 0.0650828 0.0623259 0.0264729 0.235357 0.0443172
19.03 0.402837 0.158613 0.167697 0.0385865 0.052977 0.0252123 0.148621 0.0573629
19.05 0.429358 0.218813 0.12728 0.0739045 0.0745099 0.0312236 0.278321 0.119671
19.07 0.449777 0.113935 0.166895 0.0866567 0.0790827 0.0258603 0.229312 0.181473
19.09 0.387893 0.161877 0.155624 0.0843644 0.0605958 0.0320175 0.225172 0.0699545
19.11 0.394869 0.181898 0.120219 0.0671362 0.0728554 0.0280334 0.278334 0.11184
19.13 0.488081 0.214265 0.169413 0.0392687 0.0586397 0.0280334 0.18763 0.121555
19.15 0.434294 0.119824 0.160647 0.0333523 0.0507494 0.0258113 0.282021 0.0711862
19.17 0.473409 0.164988 0.147055 0.0343017 0.0734929 0.0267315 0.323941 0.100539
19.19 0.362847 0.22957 0.150077 0.0236958 0.0703655 0.0305503 0.16659 0.117505
19.21 0.428543 0.233432 0.142897 0.042421 0.0825271 0.0280149 0.20428 0.120559
19.23 0.380042 0.156301 0.155883 0.0491323 0.0445646 0.0265783 0.19349 0.0760612
19.25 0.529014 0.134607 0.114753 0.0917087 0.0525362 0.0254638 0.326279 0.0652141
19.27 0.44108 0.238497 0.113858 0.0775543 0.0566037 0.0228471 0.266717 0.0871369
19.29 0.424303 0.161063 0.172277 0.0456991 0.0863952 0.0345971 0.288408 0.124351
19.31 0.398082 0.241159 0.122547 0.0313221 0.0707616 0.0340594 0.257163 0.109044
19.33 0.406425 0.209006 0.166729 0.102112 0.0692233 0.0270313 0.209449 0.113314
19.35 0.475682 0.147539 0.140157 0.0235162 0.0522753 0.0220709 0.178476 0.0779209
19.37 0.367908 0.133744 0.134069 0.048022 0.069166 0.0200571 0.189262 0.0714905
19.39 0.444438 0.143426 0.179074 0.0536817 0.0576383 0.0325927 0.196752 0.12133
19.41 0.318036 0.130931 0.18638 0.0463955 0.0665979 0.0286487 0.258945 0.0812091
19.43 0.451591 0.170834 0.121983 0.0298965 0.0551514 0.0253271 0.206134 0.0952615
19.45 0.415203 0.134937 0.124734 0.0704895 0.125011 0.0403181 0.230814 0.101802
19.47 0.421863 0.155553 0.151413 0.0425073 0.0332214 0.018772 0.248009 0.114937
19.49 0.40502 0.18573 0.190946 0.0507254 0.0354361 0.0210247 0.183393 0.0458329
19.51 0.428925 0.15139 0.179455 0.0527931 0.0917503 0.0303088 0.214269 0.0584389
19.53 0.353017 0.183935 0.181316 0.0565308 0.0407779 0.0288655 0.251268 0.106947
19.55 0.395809 0.17041 0.144455 0.130309 0.0330355 0.013135 0.215014 0.100315
19.57 0.379307 0.179512 0.128514 0.0182513 0.040693 0.0177557 0.130204 0.0640525
19.59 0.444496 0.173284 0.102252 0.0536414 0.105432 0.0422755 0.185116 0.0935169
19.61 0.419854 0.128948 0.148295 0.0319104 0.0663738 0.0292432 0.199571 0.0834591
19.63 0.431356 0.16171 0.15574 0.0644972 0.0704375 0.0263188 0.216899 0.0766892
19.65 0.449055 0.174459 0.179813 0.0215761 0.0418396 0.0248881 0.237547 0.0757401
19.67 0.452374 0.147822 0.173546 0.0722028 0.07471 0.0254951 0.317477 0.122959
19.69 0.401362 0.155431 0.0986469 0.0305445 0.0545181 0.0246159 0.201486 0.0987613
19.71 0.416395 0.153558 0.113504 0.0587826 0.0605102 0.0258417 0.356797 0.10663
19.73 0.314816 0.195869 0.110213 0.0309504 0.0677714 0.022471 0.253668 0.0628043
19.75 0.379644 0.236528 0.171916 0.0347848 0.0499499 0.0292787 0.217246 0.131732
19.77 0.411462 0.155167 0.165899 0.0310523 0.0584232 0.0220388 0.222699 0.103433
19.79 0.401011 0.15838 0.141791 0.0476221 0.0673352 0.0291227 0.26302 0.132302
19.81 0.349433 0.165469 0.135141 0.0600904 0.0547317 0.0272296 0.200107 0.104122
19.83 0.532091 0.115752 0.164477 0.076558 0.0726247 0.0253835 0.270777 0.105734
19.85 0.293497 0.213139 0.103597 0.0435544 0.0550187 0.0225722 0.17021 0.0680474
19.87 0.462873 0.128586 0.113401 0.0817944 0.0526965 0.030307 0.173234 0.0827266
19.89 0.464424 0.19564 0.147964 0.0452772 0.0649516 0.0214239 0.231429 0.105456
19.91 0.335717 0.148943 0.181763 0.0462222 0.045 0.0222888 0.215394 0.0530909
19.93 0.49464 0.155163 0.136514 0.0678297 0.066 0.0316735 0.344181 0.0788032
19.95 0.379024 0.163187 0.0822726 0.0374841 0.0698096 0.0225233 0.11634 0.0674736
19.97 0.389775 0.118252 0.132457 0.0369516 0.0507722 0.0199638 0.253509 0.072074
19.99 0.272489 0.135419 0.0991698 0.0369251 0.0646192 0.028698 0.196061 0.0824871
